p	linkRatio	samplenum
76.5	0.8	5	172.2
63.2	0.8421052631578947	19	172.94736842105263
66.7	0.7368421052631579	19	146.57894736842104
163.2	1.0	1	253.0
109.4	0.5	2	194.0
112.2	0.3333333333333333	3	189.66666666666666
132.9	1.0	4	269.25
54.8	0.8055555555555556	36	124.22222222222223
135.5	1.0	2	213.5
87.1	0.75	8	146.625
179.2	1.0	2	341.5
98.3	1.0	5	234.2
121.0	1.0	5	225.2
148.9	1.0	1	273.0
131.5	1.0	2	260.5
182.3	1.0	1	265.0
119.0	1.0	2	222.0
135.9	1.0	2	210.0
124.3	1.0	2	174.5
169.4	1.0	2	330.5
92.8	1.0	5	175.0
135.6	1.0	1	245.0
112.7	1.0	1	184.0
73.1	0.8666666666666667	15	149.4
129.9	1.0	2	172.0
89.6	1.0	8	135.25
124.4	1.0	3	212.0
169.5	1.0	1	283.0
138.9	1.0	1	311.0
109.5	1.0	3	206.33333333333334
77.4	0.6666666666666666	6	139.83333333333334
76.8	0.7142857142857143	7	204.14285714285714
91.1	0.9	10	168.5
189.6	1.0	1	284.0
147.7	1.0	1	288.0
125.6	1.0	4	197.0
126.6	1.0	1	189.0
88.0	1.0	9	127.0
102.6	1.0	4	165.25
111.2	1.0	2	172.0
116.0	1.0	1	173.0
114.7	1.0	3	249.33333333333334
78.0	0.8571428571428571	7	139.14285714285714
83.2	0.875	8	176.75
122.9	1.0	2	257.5
96.9	0.6666666666666666	3	226.33333333333334
74.0	0.6666666666666666	9	209.55555555555554
81.4	0.9	10	133.9
84.3	0.875	8	200.5
90.1	1.0	2	164.5
185.6	1.0	1	327.0
96.2	1.0	4	175.75
89.0	0.8	10	175.2
103.5	1.0	6	192.66666666666666
96.5	0.8	5	128.6
141.3	1.0	2	243.5
100.7	1.0	8	156.5
143.6	1.0	2	255.0
199.2	1.0	1	346.0
152.2	1.0	1	343.0
127.6	0.75	4	207.25
94.8	1.0	6	172.5
159.7	1.0	1	316.0
136.0	1.0	1	293.0
180.4	1.0	1	295.0
123.3	1.0	3	238.66666666666666
122.6	1.0	2	207.5
148.0	1.0	2	354.5
83.5	0.7142857142857143	7	181.71428571428572
85.9	0.7142857142857143	14	156.28571428571428
169.9	1.0	1	269.0
105.6	1.0	4	257.5
61.8	0.6875	16	166.875
102.2	0.8333333333333334	6	211.16666666666666
104.9	1.0	6	202.0
80.0	1.0	7	138.42857142857142
118.8	1.0	2	187.5
102.5	1.0	3	243.66666666666666
100.5	1.0	4	198.25
81.8	1.0	9	132.33333333333334
84.0	1.0	10	179.4
92.3	0.7142857142857143	7	167.42857142857142
108.7	1.0	4	199.25
88.4	1.0	9	153.55555555555554
128.8	1.0	2	151.5
183.1	1.0	2	283.0
99.1	1.0	3	190.66666666666666
122.3	1.0	3	220.66666666666666
145.5	1.0	2	218.0
93.0	0.8	5	165.2
97.1	0.8	5	146.6
90.2	1.0	4	150.0
99.4	0.4	5	145.2
93.2	0.8333333333333334	6	174.5
157.7	1.0	1	196.0
113.5	0.75	4	181.0
109.1	1.0	2	149.0
120.9	1.0	4	198.5
93.4	0.8333333333333334	6	121.83333333333333
134.9	1.0	1	146.0
174.9	1.0	2	331.0
115.8	1.0	2	197.5
139.5	1.0	3	341.0
93.5	1.0	1	134.0
108.5	0.6666666666666666	3	175.66666666666666
107.6	1.0	2	164.0
144.9	1.0	2	170.0
115.7	1.0	3	199.0
101.7	1.0	3	191.66666666666666
99.5	1.0	3	162.33333333333334
118.5	1.0	1	345.0
170.8	1.0	2	301.5
136.9	1.0	2	230.0
147.3	1.0	2	335.5
206.8	1.0	1	408.0
107.1	1.0	3	237.33333333333334
131.6	1.0	1	304.0
132.3	1.0	1	235.0
168.0	1.0	1	392.0
143.9	1.0	2	246.5
120.8	1.0	3	231.0
186.2	1.0	1	283.0
151.1	1.0	2	278.0
124.0	1.0	2	207.5
159.4	1.0	2	263.0
133.1	1.0	4	313.5
188.3	0.0	1	349.0
141.8	1.0	2	304.5
120.5	1.0	4	249.0
120.7	1.0	1	223.0
102.1	1.0	2	179.5
150.7	1.0	2	270.0
119.1	1.0	1	245.0
161.4	1.0	2	230.5
109.6	1.0	2	171.5
136.5	1.0	2	280.5
79.6	0.7142857142857143	7	117.28571428571429
127.4	1.0	1	250.0
175.4	1.0	1	257.0
139.1	1.0	2	453.5
135.4	1.0	1	293.0
145.1	1.0	1	316.0
84.7	1.0	4	164.5
160.7	1.0	1	191.0
127.0	1.0	3	179.66666666666666
132.5	1.0	2	193.5
195.3	1.0	1	391.0
149.3	1.0	3	339.3333333333333
83.9	0.6666666666666666	6	145.66666666666666
125.7	0.5	2	225.5
87.3	0.8	5	165.6
161.9	1.0	1	392.0
98.1	1.0	8	204.25
130.1	1.0	3	217.66666666666666
201.2	1.0	1	376.0
104.0	0.5	2	277.5
157.4	1.0	2	293.5
129.1	1.0	7	272.42857142857144
97.6	0.75	4	151.25
163.7	1.0	2	367.0
147.9	1.0	1	422.0
106.6	1.0	3	244.66666666666666
129.6	1.0	2	249.0
80.8	0.8	5	135.0
129.3	1.0	1	226.0
108.9	0.75	4	188.75
110.7	0.8333333333333334	6	149.16666666666666
104.7	0.6666666666666666	3	130.0
118.3	1.0	2	206.5
115.2	1.0	2	225.5
171.9	1.0	1	254.0
129.7	1.0	1	232.0
114.1	1.0	2	207.5
114.4	1.0	3	181.33333333333334
141.0	1.0	1	367.0
137.1	1.0	2	255.0
85.3	1.0	10	130.4
110.8	1.0	2	178.0
116.6	1.0	4	172.0
106.5	1.0	4	175.75
111.6	1.0	3	164.33333333333334
132.4	1.0	1	258.0
103.6	1.0	3	187.66666666666666
122.1	1.0	1	272.0
113.4	1.0	4	195.5
93.9	0.5	4	166.25
116.9	1.0	3	176.33333333333334
126.5	1.0	3	214.66666666666666
116.4	1.0	4	201.0
130.4	1.0	2	228.5
111.3	1.0	6	174.33333333333334
140.4	1.0	1	319.0
106.0	1.0	4	188.0
118.6	0.5	2	234.0
95.8	1.0	3	175.33333333333334
149.8	1.0	1	404.0
152.1	1.0	1	407.0
112.0	1.0	2	123.0
102.8	0.75	4	151.75
129.0	1.0	2	230.5
107.9	1.0	3	154.66666666666666
126.7	1.0	2	299.0
148.3	1.0	1	224.0
114.3	0.5	2	153.0
95.1	0.75	4	141.75
116.2	1.0	1	219.0
203.3	1.0	1	387.0
165.2	1.0	1	407.0
131.9	1.0	1	296.0
131.0	1.0	2	222.0
105.0	1.0	4	145.75
172.2	1.0	1	398.0
196.2	1.0	1	356.0
156.5	1.0	1	373.0
87.0	1.0	6	160.5
147.6	1.0	1	608.0
206.3	0.0	1	561.0
90.9	1.0	4	138.25
209.1	1.0	1	434.0
163.1	1.0	2	332.5
94.4	1.0	2	241.0
155.6	1.0	1	196.0
125.2	1.0	1	184.0
140.1	1.0	2	270.0
142.3	1.0	3	317.0
150.0	1.0	2	300.0
190.4	1.0	1	489.0
116.7	1.0	2	288.0
117.1	1.0	1	375.0
150.6	1.0	1	578.0
143.5	1.0	1	580.0
146.1	1.0	1	593.0
132.6	1.0	3	328.0
119.5	1.0	2	310.0
145.7	1.0	2	442.5
95.2	1.0	2	219.5
94.7	1.0	6	155.16666666666666
133.4	1.0	1	445.0
92.9	1.0	5	176.6
164.2	1.0	1	474.0
146.0	1.0	1	321.0
192.3	1.0	1	344.0
102.0	0.8333333333333334	6	181.33333333333334
156.0	1.0	1	378.0
126.1	1.0	2	251.5
141.1	1.0	1	322.0
163.3	1.0	1	383.0
190.9	1.0	1	580.0
156.6	1.0	1	318.0
211.9	1.0	1	569.0
115.9	1.0	3	153.0
157.9	1.0	1	230.0
128.0	1.0	4	210.25
194.8	1.0	1	349.0
127.5	1.0	2	172.5
153.7	1.0	1	199.0
122.0	1.0	2	219.0
173.0	1.0	2	342.0
94.0	1.0	7	154.28571428571428
111.4	1.0	4	167.5
124.1	1.0	1	233.0
86.1	0.6666666666666666	3	156.66666666666666
117.2	1.0	3	160.33333333333334
158.1	1.0	2	272.5
126.2	1.0	2	226.5
150.1	0.5	2	178.0
152.7	1.0	1	246.0
123.7	1.0	2	169.0
125.3	1.0	2	148.5
142.9	1.0	1	181.0
144.8	0.0	1	220.0
167.4	1.0	2	243.0
154.4	0.5	2	222.5
150.8	1.0	1	177.0
168.6	1.0	1	213.0
160.4	1.0	2	302.5
140.3	1.0	1	185.0
178.4	1.0	1	254.0
160.6	1.0	1	285.0
165.4	1.0	1	251.0
108.3	1.0	1	89.0
127.8	1.0	1	207.0
167.0	1.0	1	256.0
119.4	1.0	2	185.0
168.3	1.0	1	222.0
169.6	1.0	1	237.0
154.6	1.0	1	219.0
121.9	1.0	2	156.5
149.6	1.0	1	230.0
124.9	1.0	3	198.66666666666666
152.0	1.0	1	199.0
142.6	1.0	2	208.0
174.8	0.5	2	368.0
164.1	1.0	1	220.0
164.7	1.0	1	249.0
118.0	1.0	2	119.0
139.6	1.0	1	161.0
142.5	1.0	2	214.5
137.9	0.0	1	247.0
112.8	1.0	2	155.5
114.8	0.3333333333333333	3	144.66666666666666
138.5	1.0	1	161.0
211.8	1.0	1	423.0
101.6	1.0	2	128.5
207.9	1.0	1	425.0
137.8	1.0	1	168.0
121.4	1.0	3	184.66666666666666
144.2	1.0	1	185.0
177.8	1.0	1	303.0
166.4	1.0	1	226.0
96.0	1.0	2	176.5
163.4	1.0	1	277.0
155.2	1.0	1	207.0
166.0	1.0	1	363.0
137.0	1.0	1	277.0
114.5	1.0	2	176.5
145.9	1.0	2	264.5
135.0	1.0	1	274.0
111.8	1.0	4	175.25
131.7	1.0	2	279.0
100.6	1.0	2	165.0
167.5	1.0	1	434.0
117.9	1.0	1	204.0
162.8	1.0	1	415.0
102.4	1.0	1	153.0
134.1	1.0	3	282.3333333333333
123.8	1.0	1	187.0
80.2	0.75	4	137.0
125.8	1.0	1	175.0
146.8	1.0	2	320.0
102.3	1.0	1	222.0
163.9	1.0	1	320.0
118.7	1.0	2	191.5
147.0	1.0	1	386.0
172.7	1.0	1	367.0
172.6	1.0	1	372.0
140.0	1.0	1	249.0
200.5	1.0	1	539.0
211.6	1.0	1	628.0
150.3	1.0	1	320.0
193.5	1.0	1	549.0
199.5	1.0	1	484.0
187.0	1.0	2	478.5
142.4	1.0	1	338.0
142.8	1.0	1	271.0
140.2	1.0	2	287.5
184.8	1.0	1	484.0
151.7	1.0	1	355.0
138.3	1.0	1	249.0
180.2	1.0	1	428.0
194.2	1.0	1	528.0
135.1	1.0	1	268.0
137.7	1.0	1	243.0
117.0	1.0	2	197.5
178.6	1.0	1	427.0
147.2	1.0	1	279.0
125.0	1.0	1	188.0
101.4	1.0	2	167.5
113.7	1.0	1	270.0
108.4	1.0	3	144.0
134.7	1.0	1	280.0
131.1	1.0	1	303.0
128.6	1.0	1	242.0
